"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPFOR","INDICM","REL","MED","EDU","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1.2","NODEC","STPSDR","TOCRT","CL3.1","CL10","STPTOT"
2016,"Article 109","I",45,11,0,2,0,7,0,0,0,0,0,0,0,3,2,35,NA,7,NA,NA,NA
2016,"Article 110","I",93,41,0,3,0,33,0,0,0,4,5,0,0,5,5,57,NA,33,NA,NA,NA
2016,"Article  110-2","I",10,5,0,0,0,0,1,0,0,0,0,0,0,1,1,9,NA,1,NA,NA,NA
2016,"Article 111","I",126,77,0,27,0,50,8,0,0,0,0,0,0,8,8,41,NA,58,NA,NA,NA
2016,"Article 112","I",6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,NA,0,NA,NA,NA
2016,"Article 113","I",11,2,0,0,0,2,0,0,0,1,0,0,0,0,0,9,NA,2,NA,NA,NA
2016,"Article 114","I",2,2,0,0,0,1,0,0,0,0,0,0,0,2,2,1,NA,1,NA,NA,NA
2016,"Article 114-1","I",9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,NA,0,NA,NA,NA
2016,"Others","I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 115","II",5992,1403,2,42,3,914,0,68,2,307,55,551,27,106180,106137,4918,NA,984,NA,NA,NA
2016,"Article 116","II",7,6,0,0,0,6,0,0,0,0,0,1,0,0,0,1,NA,6,NA,NA,NA
2016,"Article 117","II",14,11,0,0,0,9,0,0,0,3,0,0,0,19,19,5,NA,9,NA,NA,NA
2016,"Article 118","II",38,37,0,1,1,33,0,0,0,3,0,9,0,5,5,3,NA,33,NA,NA,NA
2016,"Article 119","II",180,135,0,1,0,120,1,1,0,23,1,52,3,14,13,56,NA,122,NA,NA,NA
2016,"Article 120","II",133,3,0,0,0,2,0,0,0,1,1,0,0,873,873,131,NA,2,NA,NA,NA
2016,"Article 121","II",2256,1857,2,59,2,1425,0,36,2,427,41,768,35,718,699,711,NA,1463,NA,NA,NA
2016,"Article 122","II",3295,1581,4,22,0,1389,1,11,1,258,39,319,80,2175,2081,1773,NA,1402,NA,NA,NA
2016,"Article 123","II",2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,NA,1,NA,NA,NA
2016,"Article 124","II",138,106,0,1,0,93,6,0,0,18,0,31,1,26,26,38,NA,99,NA,NA,NA
2016,"Article 125","II",29959,12454,2,52,0,10866,59,51,58,1982,116,2753,282,81263,79610,17218,NA,11034,NA,NA,NA
2016,"Article 126","II",1030,749,0,4,0,516,20,4,6,81,10,118,22,1929,1699,250,NA,546,NA,NA,NA
2016,"Article 127","II",62,20,0,1,0,13,1,0,0,0,5,0,1,26,25,46,NA,14,NA,NA,NA
2016,"Article 128","II",791,341,0,4,0,302,12,4,8,44,3,83,17,1154,1150,457,NA,326,NA,NA,NA
2016,"Article 129","II",1049,208,0,6,1,178,0,3,0,42,3,81,3,2669,2646,838,NA,181,NA,NA,NA
2016,"Article 130","II",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,NA,0,NA,NA,NA
2016,"Article 131","II",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,NA
2016,"Article 132","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 133","II",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,NA,NA,NA
2016,"Article 134","II",1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,NA,0,NA,NA,NA
2016,"Article 135","II",232,141,1,2,0,127,0,0,0,13,3,39,1,44,43,101,NA,127,NA,NA,NA
2016,"Article 136","II",22,3,0,0,0,1,0,0,0,0,0,0,0,9,9,21,NA,1,NA,NA,NA
2016,"Article 137","II",70,8,0,0,0,8,0,0,0,0,0,0,0,57,57,62,NA,8,NA,NA,NA
2016,"Article 138","II",3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,NA,0,NA,NA,NA
2016,"Article 139","II",46,0,0,0,0,0,0,0,0,0,0,0,0,12,12,46,NA,0,NA,NA,NA
2016,"Article 140","II",642,2,0,0,0,0,1,0,0,0,0,0,0,208,208,641,NA,1,NA,NA,NA
2016,"Article 141","II",1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,NA,0,NA,NA,NA
2016,"Article 142","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 143","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 144","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 145","II",9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,NA,0,NA,NA,NA
2016,"Others","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 146","III",576,173,1,13,0,118,0,2,0,36,65,21,3,174,172,440,NA,120,NA,NA,NA
2016,"Article 147","III",7,4,0,1,0,3,0,0,0,0,0,0,0,4,4,3,NA,3,NA,NA,NA
2016,"Article 148","III",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,NA
2016,"Article 149","III",115,59,0,0,0,45,0,0,0,4,19,0,0,9,9,70,NA,45,NA,NA,NA
2016,"Article 150","III",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,0,NA,NA,NA
2016,"Article 150-1","III",14,11,0,0,0,8,0,0,0,2,0,0,0,7,7,6,NA,8,NA,NA,NA
2016,"Article 151","III",15,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,NA,0,NA,NA,NA
2016,"Others","III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 152","IV",349,239,2,13,0,193,0,5,0,85,9,101,4,439,427,124,NA,198,NA,NA,NA
2016,"Article 153","IV",214,160,0,5,0,139,0,4,0,51,6,62,3,71,71,66,NA,143,NA,NA,NA
2016,"Article 154","IV",1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,NA,0,NA,NA,NA
2016,"Article 155","IV",51,7,0,0,0,5,0,1,0,1,0,0,0,61,61,45,NA,6,NA,NA,NA
2016,"Article 156","IV",272,156,1,11,0,131,0,9,0,19,0,38,2,159,158,119,NA,140,NA,NA,NA
2016,"Others","IV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 157","V",19,0,0,0,0,0,0,0,0,0,0,0,0,31,31,19,NA,0,NA,NA,NA
2016,"Article  158","V",13,0,0,0,0,0,0,0,0,0,0,0,0,14,14,13,NA,0,NA,NA,NA
2016,"Article 158-1","V",27,20,0,0,0,20,0,0,0,0,0,0,0,11,11,7,NA,20,NA,NA,NA
2016,"Article 158-2","V",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,NA,NA,NA
2016,"Article 159","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article  159-1","V",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,NA,0,NA,NA,NA
2016,"Article  160","V",15,0,0,0,0,0,0,0,0,0,0,0,0,28,28,15,NA,0,NA,NA,NA
2016,"Article  161","V",41,4,0,0,0,4,0,0,0,0,0,0,0,19,19,37,NA,4,NA,NA,NA
2016,"Article 162","V",2012,764,1,9,0,685,1,10,4,300,52,157,21,2840,2804,1266,NA,700,NA,NA,NA
2016,"Article 163","V",27,5,0,0,0,5,0,0,0,0,0,0,0,11,11,22,NA,5,NA,NA,NA
2016,"Article 164","V",2314,884,0,4,0,848,0,0,0,200,2,0,0,4090,4069,1441,NA,848,NA,NA,NA
2016,"Article 165","V",9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,NA,0,NA,NA,NA
2016,"Article 166","V",185,25,0,0,0,24,0,0,0,3,1,2,0,466,466,161,NA,24,NA,NA,NA
2016,"Article 167","V",9,1,0,0,0,1,0,0,0,1,0,0,0,4,4,8,NA,1,NA,NA,NA
2016,"Article 168","V",4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,NA,0,NA,NA,NA
2016,"Article 169","V",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,NA,NA,NA
2016,"Article 170","V",32,0,0,0,0,0,0,0,0,0,0,0,0,17,17,32,NA,0,NA,NA,NA
2016,"Article 171","V",102,12,0,1,0,6,0,0,0,0,0,0,0,74,74,95,NA,6,NA,NA,NA
2016,"Article 172","V",607,32,0,0,0,31,0,0,0,0,0,0,0,463,463,576,NA,31,NA,NA,NA
2016,"Article 173","V",14,1,0,0,0,0,0,0,0,0,0,0,0,8,8,14,NA,0,NA,NA,NA
2016,"Article 174","V",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,NA
2016,"Article 175","V",685,58,1,2,0,52,3,0,0,0,0,0,0,563,563,627,NA,55,NA,NA,NA
2016,"Article 176","V",157,25,0,2,0,20,0,0,0,0,0,0,0,48,47,134,NA,20,NA,NA,NA
2016,"Article 177","V",19,1,0,0,0,0,0,0,0,0,0,0,0,2,2,19,NA,0,NA,NA,NA
2016,"Article 178","V",3,1,0,0,0,1,0,0,0,1,0,1,0,1,1,2,NA,1,NA,NA,NA
2016,"Article 179","V",10,1,0,0,0,1,0,0,0,0,0,1,0,2,2,9,NA,1,NA,NA,NA
2016,"Article 180","V",6,2,0,0,0,1,0,0,0,0,0,0,0,2,2,5,NA,1,NA,NA,NA
2016,"Article 181","V",2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,NA,0,NA,NA,NA
2016,"Article 182","V",152,9,0,0,0,9,0,0,0,1,0,0,0,98,98,143,NA,9,NA,NA,NA
2016,"Article 183","V",6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,NA,0,NA,NA,NA
2016,"Article 184","V",21,6,0,0,0,4,1,0,0,0,1,0,0,8,8,16,NA,5,NA,NA,NA
2016,"Others","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 185","VI",312172,68265,44,1181,1,62539,64,382,137,30095,5237,5071,3286,193785,193316,247355,NA,63122,NA,NA,NA
2016,"Article 186","VI",27199,6703,9,253,1,5932,3,51,23,3141,608,891,405,686,651,20892,NA,6009,NA,NA,NA
2016,"Article 187","VI",3904,1870,3,63,0,1501,0,14,0,807,471,320,103,72,65,2316,NA,1515,NA,NA,NA
2016,"Article 188-1","VI",41,1,0,0,0,1,0,0,0,0,0,0,0,50,50,40,NA,1,NA,NA,NA
2016,"Article 189","VI",594,179,0,4,0,139,0,0,0,58,62,8,6,306,306,451,NA,139,NA,NA,NA
2016,"Article 190","VI",46019,7941,17,590,4,6379,84,6,39,2392,576,156,222,41412,41394,38882,NA,6508,NA,NA,NA
2016,"Article 191","VI",9787,4741,8,536,1,3545,29,0,0,180,137,3,2,1759,1641,5550,NA,3574,NA,NA,NA
2016,"Article 192","VI",494,4,0,0,0,3,0,0,0,0,0,0,0,616,615,490,NA,3,NA,NA,NA
2016,"Article 193","VI",3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,NA,0,NA,NA,NA
2016,"Article 194","VI",3105,103,0,3,0,77,0,8,0,23,11,26,8,6226,6223,3014,NA,85,NA,NA,NA
2016,"Article 194-1","VI",242,4,0,0,0,3,0,0,0,1,2,1,0,210,210,239,NA,3,NA,NA,NA
2016,"Article 195","VI",33,6,0,0,0,6,0,0,0,1,0,4,0,40,40,27,NA,6,NA,NA,NA
2016,"Article 196","VI",4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,NA,0,NA,NA,NA
2016,"Article 197","VI",31,7,0,0,0,7,0,0,0,0,0,0,0,15,15,24,NA,7,NA,NA,NA
2016,"Article 197-1","VI",1408,32,0,0,0,24,1,0,0,1,0,0,0,825,825,1383,NA,25,NA,NA,NA
2016,"Article 198","VI",513,219,0,1,0,210,1,0,4,69,5,13,12,205,205,297,NA,215,NA,NA,NA
2016,"Others","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article  199","VII",1316,132,0,1,0,91,0,0,0,35,5,1,0,496,496,1224,NA,91,NA,NA,NA
2016,"Article 200","VII",176,158,0,37,0,92,0,0,0,26,1,0,0,6,6,47,NA,92,NA,NA,NA
2016,"Article 201","VII",94,44,0,0,2,38,0,0,0,1,1,0,0,32,32,54,NA,38,NA,NA,NA
2016,"Article 203-1","VII",9,1,0,0,0,1,0,0,0,0,0,0,0,5,5,8,NA,1,NA,NA,NA
2016,"Article 203-2","VII",964,24,0,1,0,13,0,0,0,0,3,0,0,499,499,950,NA,13,NA,NA,NA
2016,"Article 204","VII",798,362,4,1,0,325,3,0,0,19,38,0,0,247,247,465,NA,328,NA,NA,NA
2016,"Article 205","VII",681,327,0,6,1,218,67,0,0,14,27,0,1,76,75,388,NA,285,NA,NA,NA
2016,"Article 205-1","VII",228,143,0,1,0,125,5,0,0,9,5,0,0,19,19,97,NA,130,NA,NA,NA
2016,"Article 206","VII",127,0,0,0,0,0,0,0,0,0,0,0,0,96,96,127,NA,0,NA,NA,NA
2016,"Article 206-2","VII",78,4,0,2,0,2,0,0,0,1,1,0,0,14,14,74,NA,2,NA,NA,NA
2016,"Article 209","VII",159,43,0,9,1,24,0,0,0,1,3,0,0,24,22,123,NA,24,NA,NA,NA
2016,"Article 209-1","VII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,NA,NA,NA
2016,"Article 210","VII",15,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,NA,0,NA,NA,NA
2016,"Article 211","VII",18,0,0,0,0,0,0,0,0,0,0,0,0,16,16,18,NA,0,NA,NA,NA
2016,"Article 212","VII",1203,140,0,8,1,33,88,0,0,1,6,0,0,462,460,1071,NA,121,NA,NA,NA
2016,"Article 212-1","VII",48,18,0,0,0,2,15,0,0,1,0,0,0,14,14,31,NA,17,NA,NA,NA
2016,"Article 213","VII",649,376,0,1,0,351,22,0,0,71,0,0,1,893,893,275,NA,373,NA,NA,NA
2016,"Article  216","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article  218-1","VII",14,1,0,0,0,0,0,0,0,0,0,0,0,2,2,14,NA,0,NA,NA,NA
2016,"Article 219","VII",44,1,0,1,0,0,0,0,0,0,0,0,0,19,19,43,NA,0,NA,NA,NA
2016,"Article  220-1","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,NA,0,NA,NA,NA
2016,"Article  220-2","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,NA
2016,"Article 222","VII",63,36,0,5,0,26,2,0,0,0,0,0,0,35,35,30,NA,28,NA,NA,NA
2016,"Article 222-1","VII",4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,NA,0,NA,NA,NA
2016,"Article 223-1","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,NA
2016,"Article 223-2","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 224","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 227","VII",42,3,0,0,0,3,0,0,0,0,0,0,0,61,61,39,NA,3,NA,NA,NA
2016,"Article 229","VII",168,15,1,0,0,8,0,0,0,2,2,0,0,58,58,159,NA,8,NA,NA,NA
2016,"Article 231","VII",19,9,0,0,0,9,0,0,0,3,8,0,0,8,8,10,NA,9,NA,NA,NA
2016,"Article 232","VII",7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,NA,0,NA,NA,NA
2016,"Article 232-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,NA,NA,NA
2016,"Article 232-2","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 233","VII",10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,NA,0,NA,NA,NA
2016,"Others","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 236","VIII",21,1,0,0,0,1,0,0,0,0,0,0,0,9,9,20,NA,1,NA,NA,NA
2016,"Article 237","VIII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,NA,NA,NA
2016,"Article 238","VIII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,NA,NA,NA
2016,"Article 239","VIII",109,3,0,0,0,2,0,0,0,0,0,0,0,66,66,107,NA,2,NA,NA,NA
2016,"Article 239-1","VIII",59,1,0,0,0,1,0,0,0,0,0,0,0,38,38,58,NA,1,NA,NA,NA
2016,"Article 239-2","VIII",22,0,0,0,0,0,0,0,0,0,0,0,0,5,5,22,NA,0,NA,NA,NA
2016,"Article 240","VIII",608,157,0,0,0,149,0,0,0,7,72,0,1,489,489,459,NA,149,NA,NA,NA
2016,"Article 241","VIII",96,2,0,0,0,2,0,0,0,0,0,0,0,52,52,94,NA,2,NA,NA,NA
2016,"Article 242","VIII",48,0,0,0,0,0,0,0,0,0,0,0,0,29,29,48,NA,0,NA,NA,NA
2016,"Article 243","VIII",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,0,NA,NA,NA
2016,"Article 244","VIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,NA
2016,"Article 245","VIII",32,2,0,0,0,0,1,0,0,0,0,0,0,47,47,31,NA,1,NA,NA,NA
2016,"Article 246","VIII",2313,249,0,1,0,228,0,1,0,29,21,3,6,1629,1624,2078,NA,229,NA,NA,NA
2016,"Article 247","VIII",6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,NA,0,NA,NA,NA
2016,"Article 248","VIII",64,5,0,0,0,4,0,0,0,1,2,0,0,66,65,59,NA,4,NA,NA,NA
2016,"Article 249","VIII",445,259,0,2,0,240,7,0,0,63,29,1,1,285,285,196,NA,247,NA,NA,NA
2016,"Article 250","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 251","VIII",13,0,0,0,0,0,0,0,0,0,0,0,0,10,10,13,NA,0,NA,NA,NA
2016,"Article 252","VIII",36,0,0,0,0,0,0,0,0,0,0,0,0,12,12,36,NA,0,NA,NA,NA
2016,"Article 253","VIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,NA
2016,"Article 254","VIII",56,0,0,0,0,0,0,0,0,0,0,0,0,27,27,56,NA,0,NA,NA,NA
2016,"Others","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 255","IX",33,11,0,1,0,4,0,0,0,0,3,0,0,2,2,28,NA,4,NA,NA,NA
2016,"Article 256","IX",37,14,0,1,0,13,0,0,0,0,0,0,0,32,32,23,NA,13,NA,NA,NA
2016,"Article 257","IX",18,15,0,0,0,12,0,0,0,4,9,0,0,0,0,6,NA,12,NA,NA,NA
2016,"Article 258","IX",1865,25,0,3,0,20,0,0,0,2,8,0,0,4,4,1842,NA,20,NA,NA,NA
2016,"Article 258-1","IX",2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,NA,0,NA,NA,NA
2016,"Article 258-2","IX",2,1,0,0,0,1,0,0,0,0,0,0,0,3,3,1,NA,1,NA,NA,NA
2016,"Article 258-3","IX",391,160,0,43,0,66,14,0,0,5,6,0,0,21,20,266,NA,80,NA,NA,NA
2016,"Article 258-4","IX",1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,NA,0,NA,NA,NA
2016,"Article 258-5","IX",84,8,0,3,0,3,1,0,0,0,0,0,0,15,15,77,NA,4,NA,NA,NA
2016,"Article 259","IX",845,118,0,1,0,87,0,12,1,17,0,25,5,94,94,744,NA,100,NA,NA,NA
2016,"Article 260","IX",536,277,0,61,0,125,73,0,0,24,1,0,4,30,29,276,NA,198,NA,NA,NA
2016,"Article 261","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 262","IX",154,23,1,4,0,14,0,0,0,5,4,3,0,20,19,134,NA,14,NA,NA,NA
2016,"Article 263","IX",6307,3841,10,74,1,2979,467,12,5,936,43,160,31,5281,5187,2665,NA,3463,NA,NA,NA
2016,"Article 263-1","IX",119,92,0,0,0,79,0,0,0,27,3,2,1,38,32,34,NA,79,NA,NA,NA
2016,"Article 264","IX",13,7,0,1,0,2,0,0,0,0,0,0,0,9,8,9,NA,2,NA,NA,NA
2016,"Article 265","IX",5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,NA,0,NA,NA,NA
2016,"Article 265-1","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 266","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 267","IX",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,NA,0,NA,NA,NA
2016,"Article 267-1","IX",22,19,0,0,0,19,0,0,0,1,4,0,0,2,2,3,NA,19,NA,NA,NA
2016,"Article 268","IX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,NA,NA,NA
2016,"Article 269","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 270","IX",453,8,0,1,0,2,0,0,0,0,0,0,0,1460,1457,447,NA,2,NA,NA,NA
2016,"Article 270-1","IX",9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,NA,0,NA,NA,NA
2016,"Others","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 271","X",427,6,0,0,0,5,0,0,0,0,0,0,0,312,311,421,NA,5,NA,NA,NA
2016,"Article 272","X",765,43,0,0,0,36,2,0,0,0,0,0,0,333,333,727,NA,38,NA,NA,NA
2016,"Article 273","X",19,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19,NA,0,NA,NA,NA
2016,"Article 274","X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,NA
2016,"Article 275","X",21,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,NA,0,NA,NA,NA
2016,"Others","X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2016,"Article 276","XI",222,0,0,0,0,0,0,0,0,0,0,0,0,332,332,222,NA,0,NA,NA,NA
2016,"Article 276-1","XI",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,NA,0,NA,NA,NA
2016,"Article 277","XI",81,71,0,0,0,71,0,0,0,24,5,1,0,22,22,10,NA,71,NA,NA,NA
2016,"Article 278","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
